timestamp,region,area,Long_X,Lat_Y,temp,humidity,wind,rain,FFMC,DMC,DC,ISI,nino34_sst,fire
9/13/2012,Bejaia,ne,5.062874989425718,36.76861833,25,86,21,4.6,40.9,1.3,7.5,0.1,26.9,0
9/14/2012,Bejaia,ne,5.058734877226118,36.769401109410815,22,76,26,8.3,47.4,1.1,7,0.4,26.9,0
9/15/2012,Bejaia,ne,5.059214864980029,36.76656509056407,24,82,15,0.4,44.9,0.9,7.3,0.2,26.9,0
9/16/2012,Bejaia,ne,5.067328678772068,36.764320895348526,30,65,14,0,78.1,3.2,15.7,1.9,26.9,0
9/17/2012,Bejaia,ne,5.053281562814208,36.769887484133335,31,52,14,0,87.7,6.4,24.3,6.2,26.9,1
9/18/2012,Bejaia,ne,5.053632733788118,36.76259821092123,32,49,11,0,89.4,9.8,33.1,6.8,26.9,1
9/19/2012,Bejaia,ne,5.050389498315235,36.76249326912619,29,57,14,0,89.3,12.5,41.3,7.8,26.7,1
9/20/2012,Bejaia,ne,5.063634159983072,36.76706074621666,28,84,18,0,83.8,13.5,49.3,4.5,26.7,1
9/21/2012,Bejaia,ne,5.073473736243936,36.76933734659123,31,55,11,0,87.8,16.5,57.9,5.4,26.7,1
9/22/2012,Bejaia,ne,5.069414065768395,36.76683919540732,31,50,19,0.6,77.8,10.6,41.4,2.4,26.7,0
9/23/2012,Bejaia,ne,5.067391156897408,36.76579489670027,32,54,11,0.5,73.7,7.9,30.4,1.2,26.7,0
9/24/2012,Bejaia,ne,5.048974868138961,36.762430612177944,29,65,19,0.6,68.3,5.5,15.2,1.5,26.7,0
9/25/2012,Bejaia,ne,5.071562898377395,36.767121643793494,26,81,21,5.8,48.6,3,7.7,0.4,26.7,0
9/26/2012,Bejaia,ne,5.049603559135221,36.76958251025094,31,54,11,0,82,6,16.3,2.5,27,0
9/27/2012,Bejaia,ne,5.050126401744562,36.76205164901806,31,66,11,0,85.7,8.3,24.9,4,27,1
9/28/2012,Bejaia,ne,5.049131974018574,36.76665464978622,32,47,14,0.7,77.5,7.1,8.8,1.8,27,0
9/29/2012,Bejaia,ne,5.069592919120202,36.76167215203525,26,80,16,1.8,47.4,2.9,7.7,0.3,27,0
9/30/2012,Bejaia,ne,5.066147232033467,36.76889396749167,25,78,14,1.4,45,1.9,7.5,0.2,27,0
6/1/2012,Sidi-Bel Abbes,nw,-0.328490225,35.148687058398785,32,71,12,0.7,57.1,2.5,8.2,0.6,27.7,0
6/2/2012,Sidi-Bel Abbes,nw,-0.371077868,35.100696051457135,30,73,13,4,55.7,2.7,7.8,0.6,27.7,0
6/3/2012,Sidi-Bel Abbes,nw,-0.32682992,35.12914424340568,29,80,14,2,48.7,2.2,7.6,0.3,27.7,0
6/4/2012,Sidi-Bel Abbes,nw,-0.313724248,35.17316943699359,30,64,14,0,79.4,5.2,15.4,2.2,27.7,0
6/5/2012,Sidi-Bel Abbes,nw,-0.330743089,35.15299958,32,60,14,0.2,77.1,6,17.6,1.8,27.7,0
6/6/2012,Sidi-Bel Abbes,nw,-0.362852543,35.16884008897283,35,54,11,0.1,83.7,8.4,26.3,3.1,27.7,1
6/7/2012,Sidi-Bel Abbes,nw,-0.381644536,35.176460047399715,35,44,17,0.2,85.6,9.9,28.9,5.4,27.7,1
6/8/2012,Sidi-Bel Abbes,nw,-0.32316329,35.12446023869457,28,51,17,1.3,71.4,7.7,7.4,1.5,27.7,0
6/9/2012,Sidi-Bel Abbes,nw,-0.327724561,35.11051006435563,27,59,18,0.1,78.1,8.5,14.7,2.4,27.7,0
6/10/2012,Sidi-Bel Abbes,nw,-0.321355789,35.18523727494045,30,41,15,0,89.4,13.3,22.5,8.4,27.7,1
6/11/2012,Sidi-Bel Abbes,nw,-0.356147586,35.19629883655124,31,42,21,0,90.6,18.2,30.5,13.4,27.7,1
6/12/2012,Sidi-Bel Abbes,nw,-0.34136182,35.19275223813938,27,58,17,0,88.9,21.3,37.8,8.7,27.7,1
6/13/2012,Sidi-Bel Abbes,nw,-0.374254669,35.12993228367572,30,52,15,2,72.3,11.4,7.8,1.4,28,0
6/14/2012,Sidi-Bel Abbes,nw,-0.324469767,35.15007739,27,79,16,0.7,53.4,6.4,7.3,0.5,28,0
6/15/2012,Sidi-Bel Abbes,nw,-0.348580828,35.126881533438365,28,90,15,0,66.8,7.2,14.7,1.2,28,0
6/16/2012,Sidi-Bel Abbes,nw,-0.371499609,35.18975982485628,29,87,15,0.4,47.4,4.2,8,0.2,28,0
6/17/2012,Sidi-Bel Abbes,nw,-0.360938954,35.10145352665326,31,69,17,4.7,62.2,3.9,8,1.1,28,0
6/18/2012,Sidi-Bel Abbes,nw,-0.36323398,35.15168081741116,33,62,10,8.7,65.5,4.6,8.3,0.9,28,0
6/19/2012,Sidi-Bel Abbes,nw,-0.362622066,35.116891940715085,32,67,14,4.5,64.6,4.4,8.2,1,28,0
6/20/2012,Sidi-Bel Abbes,nw,-0.362429964,35.114798190416856,31,72,14,0.2,60.2,3.8,8,0.8,28.2,0
6/21/2012,Sidi-Bel Abbes,nw,-0.371733355,35.17396290684876,32,55,14,0,86.2,8.3,18.4,5,28.2,1
6/22/2012,Sidi-Bel Abbes,nw,-0.388165273,35.13835607736495,33,46,14,1.1,78.3,8.1,8.3,1.9,28.2,0
6/23/2012,Sidi-Bel Abbes,nw,-0.390781279,35.129877643699075,33,59,16,0.8,74.2,7,8.3,1.6,28.2,0
6/24/2012,Sidi-Bel Abbes,nw,-0.344541945,35.14598085830469,35,68,16,0,85.3,10,17,4.9,28.2,1
6/25/2012,Sidi-Bel Abbes,nw,-0.303913199,35.18435516858307,34,70,16,0,86,12.8,25.6,5.4,28.2,1
6/26/2012,Sidi-Bel Abbes,nw,-0.338831466,35.15973562,36,62,16,0,87.8,16.5,34.5,7,28.2,1
6/27/2012,Sidi-Bel Abbes,nw,-0.385716692,35.184984857808885,36,55,15,0,89.1,20.9,43.3,8,28,1
6/28/2012,Sidi-Bel Abbes,nw,-0.378947808,35.16888225776588,37,37,13,0,92.5,27.2,52.4,11.7,28,1
6/29/2012,Sidi-Bel Abbes,nw,-0.377171954,35.17320071366544,37,36,13,0.6,86.2,17.9,36.7,4.8,28,1
6/30/2012,Sidi-Bel Abbes,nw,-0.368146883,35.13242044377883,34,42,15,1.7,79.7,12,8.5,2.2,28,0
7/1/2012,Sidi-Bel Abbes,nw,-0.391476157,35.150096176573214,28,58,18,2.2,63.7,3.2,8.5,1.2,28,0
7/2/2012,Sidi-Bel Abbes,nw,-0.33013376,35.19836319026682,33,48,16,0,87.6,7.9,17.8,6.8,28,1
7/3/2012,Sidi-Bel Abbes,nw,-0.343386786,35.186385834592535,34,56,17,0.1,84.7,9.7,27.3,4.7,28,1
7/4/2012,Sidi-Bel Abbes,nw,-0.332721812,35.19064012,34,58,18,0,88,13.6,36.8,8,27.7,1
7/5/2012,Sidi-Bel Abbes,nw,-0.34883427,35.164455794034026,34,45,18,0,90.5,18.7,46.4,11.3,27.7,1
7/6/2012,Sidi-Bel Abbes,nw,-0.387002004,35.130913254035484,35,42,15,0.3,84.7,15.5,45.1,4.3,27.7,1
7/7/2012,Sidi-Bel Abbes,nw,-0.375871059,35.112934650417365,38,43,13,0.5,85,13,35.4,4.1,27.7,1
7/8/2012,Sidi-Bel Abbes,nw,-0.315645694,35.13386942362255,35,47,18,6,80.8,9.8,9.7,3.1,27.7,1
7/9/2012,Sidi-Bel Abbes,nw,-0.381665757,35.14101244435771,36,43,15,1.9,82.3,9.4,9.9,3.2,27.7,1
7/10/2012,Sidi-Bel Abbes,nw,-0.331949992,35.11622958184854,34,51,16,3.8,77.5,8,9.5,2,27.7,0
7/11/2012,Sidi-Bel Abbes,nw,-0.349473106,35.175172331386605,34,56,15,2.9,74.8,7.1,9.5,1.6,27.2,0
7/12/2012,Sidi-Bel Abbes,nw,-0.356309856,35.10135429864293,36,44,13,0,90.1,12.6,19.4,8.3,27.2,1
7/13/2012,Sidi-Bel Abbes,nw,-0.343168442,35.17197380520459,39,45,13,0.6,85.2,11.3,10.4,4.2,27.2,1
7/14/2012,Sidi-Bel Abbes,nw,-0.390667298,35.16300534861641,37,37,18,0.2,88.9,12.9,14.6,9,27.2,1
7/15/2012,Sidi-Bel Abbes,nw,-0.341254566,35.16218866794394,34,45,17,0,90.5,18,24.1,10.9,27.2,1
7/16/2012,Sidi-Bel Abbes,nw,-0.312352566,35.197474689695156,31,83,17,0,84.5,19.4,33.1,4.7,27.2,1
7/17/2012,Sidi-Bel Abbes,nw,-0.364791802,35.101036385865754,32,81,17,0,84.6,21.1,42.3,4.7,27.2,1
7/18/2012,Sidi-Bel Abbes,nw,-0.336369553,35.19343127434471,33,68,15,0,86.1,23.9,51.6,5.2,27.4,1
7/19/2012,Sidi-Bel Abbes,nw,-0.363234578,35.10582375299318,34,58,16,0,88.1,27.8,61.1,7.3,27.4,1
7/20/2012,Sidi-Bel Abbes,nw,-0.34308391,35.13964196346382,36,50,16,0,89.9,32.7,71,9.5,27.4,1
7/21/2012,Sidi-Bel Abbes,nw,-0.38318775,35.197762356337805,36,29,18,0,93.9,39.6,80.6,18.5,27.4,1
7/22/2012,Sidi-Bel Abbes,nw,-0.324127104,35.149784290789924,32,48,18,0,91.5,44.2,90.1,13.2,27.4,1
7/23/2012,Sidi-Bel Abbes,nw,-0.325626263,35.16850574248656,31,71,17,0,87.3,46.6,99,6.9,27.4,1
7/24/2012,Sidi-Bel Abbes,nw,-0.306243432,35.11377123414945,33,63,17,1.1,72.8,20.9,56.6,1.6,27.4,0
7/25/2012,Sidi-Bel Abbes,nw,-0.387239615,35.15381652379365,39,64,9,1.2,73.8,11.7,15.9,1.1,27.6,0
7/26/2012,Sidi-Bel Abbes,nw,-0.339943078,35.10994142550402,35,58,10,0.2,78.3,10.8,19.7,1.6,27.6,0
7/27/2012,Sidi-Bel Abbes,nw,-0.348659305,35.13720563547135,29,87,18,0,80,11.8,28.3,2.8,27.6,0
7/28/2012,Sidi-Bel Abbes,nw,-0.349754259,35.12440728498333,33,57,16,0,87.5,15.7,37.6,6.7,27.6,1
7/29/2012,Sidi-Bel Abbes,nw,-0.321194703,35.11006132505131,34,59,16,0,88.1,19.5,47.2,7.4,27.6,1
7/30/2012,Sidi-Bel Abbes,nw,-0.396756624,35.19079433512131,36,56,16,0,88.9,23.8,57.1,8.2,27.6,1
7/31/2012,Sidi-Bel Abbes,nw,-0.35216355,35.15677918475637,37,55,15,0,89.3,28.3,67.2,8.3,27.6,1
8/1/2012,Sidi-Bel Abbes,nw,-0.327588552,35.14143082655374,38,52,14,0,78.3,4.4,10.5,2,27.6,0
8/2/2012,Sidi-Bel Abbes,nw,-0.306572018,35.16761329428693,40,34,14,0,93.3,10.8,21.4,13.8,27.6,1
8/3/2012,Sidi-Bel Abbes,nw,-0.386269801,35.19678007564498,39,33,17,0,93.7,17.1,32.1,17.2,27.6,1
8/4/2012,Sidi-Bel Abbes,nw,-0.3282155,35.198792363575464,38,35,15,0,93.8,23,42.7,15.7,27.6,1
8/5/2012,Sidi-Bel Abbes,nw,-0.319381589,35.15485588333423,34,42,17,0.1,88.3,23.6,52.5,19,27.6,1
8/6/2012,Sidi-Bel Abbes,nw,-0.390567571,35.19090846837563,30,54,14,3.1,70.5,11,9.1,1.3,27.6,0
8/7/2012,Sidi-Bel Abbes,nw,-0.391535636,35.16026457764017,34,63,13,2.9,69.7,7.2,9.8,1.2,27.6,0
8/8/2012,Sidi-Bel Abbes,nw,-0.300734539,35.107358883065295,37,56,11,0,87.4,11.2,20.2,5.2,27.7,1
8/9/2012,Sidi-Bel Abbes,nw,-0.346292856,35.111270474444815,39,43,12,0,91.7,16.5,30.9,9.6,27.7,1
8/10/2012,Sidi-Bel Abbes,nw,-0.304416039,35.14893472,39,39,15,0.2,89.3,15.8,35.4,8.2,27.7,1
8/11/2012,Sidi-Bel Abbes,nw,-0.347060062,35.12400351580335,40,31,15,0,94.2,22.5,46.3,16.6,27.7,1
8/12/2012,Sidi-Bel Abbes,nw,-0.324188565,35.18186148536366,39,21,17,0.4,93,18.4,41.5,15.5,27.7,1
8/13/2012,Sidi-Bel Abbes,nw,-0.338351191,35.13674112599089,35,34,16,0.2,88.3,16.9,45.1,7.5,27.7,1
8/14/2012,Sidi-Bel Abbes,nw,-0.31261041,35.10608101726552,37,40,13,0,91.9,22.3,55.5,10.8,27.7,1
8/15/2012,Sidi-Bel Abbes,nw,-0.336058337,35.11424029081451,35,46,13,0.3,83.9,16.9,54.2,3.5,27.3,1
8/16/2012,Sidi-Bel Abbes,nw,-0.309932353,35.176589071810035,40,41,10,0.1,92,22.6,65.1,9.5,27.3,1
8/17/2012,Sidi-Bel Abbes,nw,-0.324611111,35.12708654541101,42,24,9,0,96,30.3,76.4,15.7,27.3,1
8/18/2012,Sidi-Bel Abbes,nw,-0.356574367,35.166703340893086,37,37,14,0,94.3,35.9,86.8,16,27.3,1
8/19/2012,Sidi-Bel Abbes,nw,-0.339309419,35.18140353207619,35,66,15,0.1,82.7,32.7,96.8,3.3,27.3,1
8/20/2012,Sidi-Bel Abbes,nw,-0.341867416,35.15480071788627,36,81,15,0,83.7,34.4,107,3.8,27.3,1
8/21/2012,Sidi-Bel Abbes,nw,-0.343891576,35.16689175218721,36,71,15,0,86,36.9,117.1,5.1,27.3,1
8/22/2012,Sidi-Bel Abbes,nw,-0.370313379,35.12780286929982,37,53,14,0,89.5,41.1,127.5,8,27.3,1
8/23/2012,Sidi-Bel Abbes,nw,-0.39242279,35.111595860025744,36,43,16,0,91.2,46.1,137.7,11.5,27.3,1
8/24/2012,Sidi-Bel Abbes,nw,-0.308463125,35.17868406827614,35,38,15,0,92.1,51.3,147.7,12.2,27.3,1
8/25/2012,Sidi-Bel Abbes,nw,-0.307518279,35.13567641042609,34,40,18,0,92.1,56.3,157.5,14.3,27.3,1
8/26/2012,Sidi-Bel Abbes,nw,-0.307377679,35.19451666468794,33,37,16,0,92.2,61.3,167.2,13.1,27.3,1
8/27/2012,Sidi-Bel Abbes,nw,-0.319460433,35.16081305706521,36,54,14,0,91,65.9,177.3,10,27.3,1
8/28/2012,Sidi-Bel Abbes,nw,-0.398317718,35.1661469,35,56,14,0.4,79.2,37,166,2.1,27.3,0
8/29/2012,Sidi-Bel Abbes,nw,-0.322311908,35.19948918453131,35,53,17,0.5,80.2,20.7,149.2,2.7,28.1,1
8/30/2012,Sidi-Bel Abbes,nw,-0.346446626,35.12901807836054,34,49,15,0,89.2,24.8,159.1,8.1,28.1,1
8/31/2012,Sidi-Bel Abbes,nw,-0.34857603,35.132169889273776,30,59,19,0,89.1,27.8,168.2,9.8,28.1,1
9/1/2012,Sidi-Bel Abbes,nw,-0.381795866,35.13589898320376,29,86,16,0,37.9,0.9,8.2,0.1,28.1,0
9/2/2012,Sidi-Bel Abbes,nw,-0.375558137,35.18301729714352,28,67,19,0,75.4,2.9,16.3,2,28.1,0
