date,month,year,region,temp_min,temp_avg,temp_max,dew_min,dew_avg,dew_max,hum_min,hum_avg,hum_max,wind_speed_min,wind_speed_avg,wind_speed_max,pressure_min,pressure_avg,pressure_max,precip
12,6,2012,Bejaia,27.77777778,23.16666667,18.88888889,22.22222222,19.11111111,16.11111111,88,78,65,25.74944,10.621644,0,1015.917,1009.14422,1005.75783,0
13,6,2012,Bejaia,25,21.44444444,18.88888889,21.11111111,19.05555556,17.22222222,94,86.8,73,16.0934,7.563898,0,1015.917,1015.917,1012.53061,0
14,6,2012,Bejaia,26.11111111,22.77777778,20,21.11111111,19.22222222,17.77777778,94,81.1,69,22.53076,12.552852,0,1012.53061,1012.53061,1009.14422,0
15,6,2012,Bejaia,27.22222222,23.05555556,18.88888889,21.11111111,20.16666667,17.77777778,94,84.1,65,22.53076,6.43736,0,1015.917,1015.917,1012.53061,0
16,6,2012,Bejaia,23.88888889,22.83333333,22.22222222,21.11111111,21,20,94,88.6,83,14.48406,3.701482,0,1019.30339,1019.30339,1015.917,0
17,6,2012,Bejaia,26.11111111,23.16666667,20,22.22222222,20.94444444,18.88888889,94,86.7,74,14.48406,4.667086,0,1015.917,1015.917,1015.917,0
18,6,2012,Bejaia,26.11111111,22.77777778,18.88888889,22.22222222,20.22222222,8.888888889,94,85.4,49,22.53076,7.081096,0,1015.917,1015.917,1012.53061,0
19,6,2012,Bejaia,32.22222222,26.44444444,21.11111111,23.88888889,20.61111111,17.77777778,94,72,46,19.31208,11.104446,0,1012.53061,1012.53061,1009.14422,0
20,6,2012,Bejaia,27.22222222,24.22222222,22.22222222,22.77777778,21.88888889,17.77777778,100,86.8,65,37.01482,14.966862,0,1012.53061,1012.53061,1009.14422,0
21,6,2012,Bejaia,28.88888889,24.66666667,20,22.77777778,20.5,17.77777778,100,79.3,55,19.31208,5.310822,0,1015.917,1012.53061,1012.53061,0
22,6,2012,Bejaia,30,24.72222222,18.88888889,22.77777778,19.77777778,16.11111111,94,74.9,45,19.31208,8.690436,0,1015.917,1015.917,1015.917,0
23,6,2012,Bejaia,28.88888889,24.61111111,20,22.77777778,20.72222222,17.22222222,94,79.4,61,19.31208,5.954558,0,1019.30339,1019.30339,1015.917,0
24,6,2012,Bejaia,27.77777778,24.83333333,20,23.88888889,21.94444444,18.88888889,94,84.3,74,14.48406,5.793624,0,1019.30339,1019.30339,1015.917,0
25,6,2012,Bejaia,27.77777778,24.11111111,18.88888889,22.77777778,20.77777778,17.77777778,94,82.5,65,19.31208,8.85137,0,1019.30339,1019.30339,1015.917,0
26,6,2012,Bejaia,30,24.94444444,18.88888889,22.77777778,19.38888889,16.11111111,88,72,55,19.31208,9.334172,0,1019.30339,1019.30339,1019.30339,0
27,6,2012,Bejaia,31.11111111,25.44444444,18.88888889,22.77777778,18.05555556,13.88888889,83,64.6,42,14.48406,8.690436,0,1019.30339,1015.917,1012.53061,0
28,6,2012,Bejaia,32.77777778,27,22.22222222,22.77777778,19.33333333,13.88888889,83,63.7,36,22.53076,11.587248,0,1012.53061,1012.53061,1012.53061,0
29,6,2012,Bejaia,38.88888889,30.72222222,25,22.77777778,18.22222222,12.77777778,78,48.3,27,25.74944,10.782578,0,1012.53061,1009.14422,1009.14422,0
30,6,2012,Bejaia,31.11111111,27.11111111,22.77777778,22.77777778,18.66666667,12.77777778,74,60.5,46,22.53076,9.334172,0,1012.53061,1012.53061,1009.14422,0
1,7,2012,Bejaia,30,26.77777778,22.77777778,22.22222222,20.11111111,17.22222222,78,66.8,48,37.01482,14.48406,0,1015.917,1012.53061,1012.53061,0
2,7,2012,Bejaia,27.77777778,24.5,20,22.22222222,20,17.22222222,88,76,65,19.31208,8.0467,0,1019.30339,1015.917,1015.917,0
3,7,2012,Bejaia,27.22222222,24.16666667,20,22.22222222,20.88888889,18.88888889,94,81.5,69,22.53076,9.334172,0,1015.917,1015.917,1012.53061,0
4,7,2012,Bejaia,27.77777778,25.38888889,22.22222222,22.77777778,22,20,89,80.6,70,20.92142,7.563898,0,1012.53061,1012.53061,1009.14422,0
5,7,2012,Bejaia,30,24.83333333,20,23.88888889,21.38888889,18.88888889,100,81.9,66,14.48406,5.310822,0,1009.14422,1009.14422,1009.14422,0
6,7,2012,Bejaia,30,25.22222222,18.88888889,23.88888889,19.16666667,12.77777778,83,68.9,54,19.31208,8.690436,0,1012.53061,1012.53061,1009.14422,0
7,7,2012,Bejaia,28.88888889,25.44444444,20,25,21.05555556,15,94,77,65,28.96812,7.402964,0,1012.53061,1012.53061,1009.14422,0
8,7,2012,Bejaia,30,26.94444444,25,25,23.61111111,22.22222222,94,82.8,70,37.01482,14.001258,0,1012.53061,1009.14422,1009.14422,0
9,7,2012,Bejaia,28.88888889,26.77777778,25,25,24.33333333,22.77777778,94,86.8,74,19.31208,6.759228,0,1012.53061,1012.53061,1012.53061,0
10,7,2012,Bejaia,32.22222222,27,22.22222222,26.11111111,23.44444444,17.22222222,94,81.2,66,25.74944,10.299776,0,1012.53061,1012.53061,1009.14422,0
11,7,2012,Bejaia,31.11111111,28.55555556,26.11111111,26.11111111,25.11111111,23.88888889,94,82.3,70,22.53076,8.85137,0,1015.917,1012.53061,1012.53061,0
12,7,2012,Bejaia,31.11111111,28.11111111,26.11111111,26.11111111,24.44444444,22.77777778,94,81.7,62,22.53076,9.173238,0,1019.30339,1015.917,1012.53061,0
13,7,2012,Bejaia,30,27.55555556,25,25,24,22.77777778,89,81.9,70,19.31208,5.793624,0,1015.917,1012.53061,1012.53061,0
14,7,2012,Bejaia,37.77777778,30.33333333,23.88888889,23.88888889,20.33333333,15,89,58.3,31,28.96812,14.323126,0,1012.53061,1009.14422,1009.14422,0
15,7,2012,Bejaia,28.88888889,26.38888889,23.88888889,23.88888889,22.16666667,20,89,77.8,69,22.53076,9.977908,0,1019.30339,1015.917,1012.53061,0
16,7,2012,Bejaia,28.88888889,26.05555556,23.88888889,20,19.61111111,17.77777778,78,67.8,58,22.53076,16.576202,8.0467,1026.07617,1022.68978,1019.30339,0
17,7,2012,Bejaia,28.88888889,25.66666667,20,18.88888889,18.16666667,16.11111111,88,64.3,48,19.31208,8.368568,0,1026.07617,1022.68978,1012.53061,0
18,7,2012,Bejaia,28.88888889,23.66666667,17.22222222,20,17.16666667,10,88,68.5,30,19.31208,10.46071,0,1022.68978,1019.30339,1019.30339,0
19,7,2012,Bejaia,30,24.38888889,17.22222222,22.77777778,18.72222222,13.88888889,94,71.8,47,19.31208,9.173238,0,1015.917,1012.53061,1012.53061,0
20,7,2012,Bejaia,30,25.94444444,22.22222222,25,21.66666667,17.22222222,94,77.9,65,28.96812,15.28873,3.21868,1012.53061,1012.53061,1009.14422,0
21,7,2012,Bejaia,30,25.55555556,20,23.88888889,21.94444444,18.88888889,94,81.3,66,22.53076,5.310822,0,1015.917,1012.53061,1012.53061,0
22,7,2012,Bejaia,28.88888889,25.83333333,22.77777778,22.77777778,19.83333333,17.77777778,89,70.3,55,74.02964,15.771532,0,1015.917,1015.917,1015.917,0
23,7,2012,Bejaia,27.77777778,23.83333333,18.88888889,18.88888889,16.94444444,12.77777778,88,67.2,39,27.35878,10.621644,0,1015.917,1012.53061,1012.53061,0
24,7,2012,Bejaia,27.77777778,24.77777778,17.77777778,20,18,15,83,66.9,54,19.31208,10.46071,0,1015.917,1012.53061,1012.53061,0
25,7,2012,Bejaia,28.88888889,23.66666667,17.77777778,22.22222222,19.72222222,17.22222222,94,78.5,62,19.31208,9.65604,0,1015.917,1015.917,1012.53061,0
26,7,2012,Bejaia,30,25.77777778,21.11111111,25,21.77777778,18.88888889,89,79.3,58,19.31208,10.138842,0,1012.53061,1012.53061,1012.53061,0
27,7,2012,Bejaia,37.22222222,27.5,23.88888889,23.88888889,20.33333333,15,94,67.1,32,32.1868,17.059004,0,1012.53061,1012.53061,1009.14422,0
28,7,2012,Bejaia,30,26.27777778,23.88888889,22.77777778,22,18.88888889,94,78.1,55,22.53076,9.816974,0,1012.53061,1012.53061,1009.14422,0
29,7,2012,Bejaia,30,26.33333333,22.22222222,23.88888889,21.66666667,17.77777778,89,76.1,54,22.53076,8.85137,0,1015.917,1012.53061,1012.53061,0
30,7,2012,Bejaia,30,26.72222222,22.77777778,25,23.33333333,22.22222222,94,82.3,66,19.31208,9.012304,0,1015.917,1015.917,1012.53061,0
31,7,2012,Bejaia,30,27.05555556,23.88888889,25,23.33333333,22.22222222,94,80.6,66,19.31208,8.690436,0,1015.917,1015.917,1012.53061,0
1,8,2012,Bejaia,30,25.83333333,21.11111111,25,21.11111111,17.22222222,94,76.3,48,25.74944,13.840324,0,1012.53061,1012.53061,1009.14422,0
2,8,2012,Bejaia,32.22222222,27.66666667,25,26.11111111,21.11111111,16.11111111,84,67.9,51,22.53076,9.495106,0,1012.53061,1012.53061,1009.14422,0
3,8,2012,Bejaia,32.22222222,28.83333333,25,26.11111111,23.61111111,16.11111111,89,74.7,40,20.92142,11.26538,0,1012.53061,1012.53061,1009.14422,0
4,8,2012,Bejaia,31.11111111,26.72222222,22.22222222,25,23,18.88888889,94,80.1,66,20.92142,4.667086,0,1012.53061,1012.53061,1009.14422,0
5,8,2012,Bejaia,32.22222222,27.94444444,23.88888889,26.11111111,23.05555556,17.22222222,94,75,55,37.01482,14.644994,0,1012.53061,1009.14422,1005.75783,0
6,8,2012,Bejaia,33.88888889,28.05555556,23.88888889,23.88888889,20.33333333,16.11111111,83,63.7,36,22.53076,10.782578,0,1015.917,1012.53061,1009.14422,0
7,8,2012,Bejaia,31.11111111,27,22.22222222,27.22222222,23.27777778,18.88888889,94,80,70,19.31208,10.46071,0,1019.30339,1015.917,1015.917,0
8,8,2012,Bejaia,32.22222222,28.77777778,25,27.22222222,24.61111111,18.88888889,94,78.9,49,25.74944,8.368568,0,1015.917,1015.917,1012.53061,0
9,8,2012,Bejaia,31.11111111,27.38888889,22.77777778,27.22222222,23.5,17.22222222,89,79,65,22.53076,7.563898,0,1019.30339,1019.30339,1015.917,0
10,8,2012,Bejaia,32.77777778,27.55555556,22.22222222,27.77777778,22.66666667,17.77777778,94,75.5,41,19.31208,8.368568,0,1019.30339,1015.917,1015.917,0
11,8,2012,Bejaia,31.11111111,26.72222222,22.22222222,25,21.66666667,17.22222222,83,74.4,51,19.31208,9.334172,0,1015.917,1015.917,1012.53061,0
12,8,2012,Bejaia,37.22222222,29.16666667,22.77777778,23.88888889,18.05555556,13.88888889,83,52.8,32,22.53076,11.426314,0,1012.53061,1012.53061,1009.14422,0
13,8,2012,Bejaia,31.11111111,26.77777778,21.11111111,25,19.61111111,15,79,65.1,51,22.53076,11.426314,0,1012.53061,1012.53061,1009.14422,0
14,8,2012,Bejaia,32.22222222,26.33333333,21.11111111,25,21.16666667,17.22222222,89,73.8,58,19.31208,8.0467,0,1012.53061,1012.53061,1009.14422,0
15,8,2012,Bejaia,33.88888889,27.66666667,22.22222222,25,21.16666667,16.11111111,94,70.6,36,25.74944,13.840324,0,1015.917,1012.53061,1009.14422,0
16,8,2012,Bejaia,32.77777778,27.88888889,22.22222222,25,21.16666667,17.22222222,88,68.3,46,19.31208,9.977908,0,1015.917,1015.917,1012.53061,0
17,8,2012,Bejaia,32.22222222,27,21.11111111,27.22222222,21.05555556,15,79,69.9,45,19.31208,8.85137,0,1015.917,1012.53061,1012.53061,0
18,8,2012,Bejaia,32.22222222,27.22222222,22.22222222,25,19.61111111,13.88888889,89,64.3,38,19.31208,9.173238,0,1015.917,1012.53061,1012.53061,0
19,8,2012,Bejaia,32.77777778,26.83333333,20,26.11111111,21.66666667,16.11111111,94,73.7,52,19.31208,11.426314,0,1019.30339,1015.917,1012.53061,0
20,8,2012,Bejaia,32.22222222,26.77777778,21.11111111,26.11111111,22.16666667,18.88888889,89,76.8,58,20.92142,8.529502,0,1019.30339,1019.30339,1015.917,0
21,8,2012,Bejaia,32.22222222,26.66666667,21.11111111,25,20.72222222,16.11111111,88,71,38,22.53076,11.104446,0,1019.30339,975.28032,0,0
22,8,2012,Bejaia,32.77777778,27.66666667,22.77777778,26.11111111,19.83333333,13.88888889,84,63.1,43,14.48406,8.690436,0,1015.917,1015.917,1012.53061,0
23,8,2012,Bejaia,32.77777778,27.94444444,22.77777778,25,20.22222222,12.77777778,89,64.4,36,22.53076,12.230984,0,1012.53061,1012.53061,1009.14422,0
24,8,2012,Bejaia,32.22222222,27.61111111,22.22222222,26.11111111,22.38888889,17.22222222,84,73.4,66,16.0934,7.24203,0,1012.53061,1009.14422,1009.14422,0
25,8,2012,Bejaia,32.77777778,27.44444444,22.22222222,23.88888889,19.05555556,13.88888889,83,61.4,34,19.31208,11.26538,0,1012.53061,1012.53061,1009.14422,0
26,8,2012,Bejaia,32.22222222,26.94444444,21.11111111,26.11111111,21.77777778,17.77777778,88,74.5,55,19.31208,12.552852,0,1019.30339,1015.917,1012.53061,0
27,8,2012,Bejaia,31.11111111,27.61111111,23.88888889,23.88888889,23,22.22222222,89,77.4,62,19.31208,9.816974,0,1019.30339,1019.30339,1015.917,0
28,8,2012,Bejaia,31.11111111,26.55555556,22.22222222,25,22.16666667,20,94,77.5,58,19.31208,9.816974,0,1015.917,1015.917,1015.917,0
29,8,2012,Bejaia,33.88888889,26.94444444,21.11111111,25,19.55555556,13.88888889,83,65.8,33,22.53076,13.67939,0,1015.917,1015.917,1012.53061,0
30,8,2012,Bejaia,31.11111111,26.94444444,22.22222222,26.11111111,21.83333333,13.88888889,84,73.9,60,19.31208,9.977908,0,1019.30339,1015.917,1012.53061,0
31,8,2012,Bejaia,28.88888889,23.22222222,18.88888889,22.77777778,20.44444444,17.77777778,100,84.2,58,25.74944,8.368568,0,1019.30339,1019.30339,1015.917,0
